課次	泰文	舊拼音(Sheet)	新拼音(目的達)	中文	來源	備註
初 4-2	บ้านผมเลี้ยงหมา 5 ตัว	Ban Phom Liang Ma Ha Tua	bhānˋ pomˊ līang~ māˊ 5 dūa	我家養了五隻狗	engine-auto	
初 4-2	ไปกินข้าวกัน ฉันเลี้ยง	Pai Kin Khao Kan Chan Liang	bai gin kāuˋ gan chanˊ līang~	一起去吃飯吧，我請客	engine-auto	
初 4-2	ฉันเลี้ยงข้าวคุณ	Chan Liang Khao Khun	chanˊ līang~ kāuˋ kun	我請你吃飯	engine-auto	
初 4-2	พูดแต่ภาษาไทย	phut tae phasa thai	pūtˋ dɛ̄ˇ pā sāˊ tai	只說泰文	engine-auto	
初 4-2	ฟังแต่เพลงไทย	fang tae phleng thai	fang dɛ̄ˇ plēng tai	只聽泰國歌	book-exact	(book-exact已用引擎重新驗證)
初 4-2	ไปเที่ยวแต่เมืองไทย	pai thiao tae mueang thai	bai tīauˋ dɛ̄ˇ mɯ̄ang tai	只去泰國玩	engine-auto	
初 4-2	ไปแต่เมืองไทย	pai tae mueang thai	bai dɛ̄ˇ mɯ̄ang tai	只去泰國	engine-auto	
初 4-2	กินแต่อาหารไทย	kin tae ahan thai	gin dɛ̄ˇ ā hānˊ tai	只吃泰國菜	engine-auto	
初 4-2	เพราะ	phro	prɔ~	好聽	engine-auto	
初 4-2	เพลงนี้เพราะ	phleng ni phro	plēng nī~ prɔ~	這首歌好聽	engine-auto	
初 4-2	เพลงนี้เพราะใครร้อง	phleng ni phro khrai rong	plēng nī~ prɔ~ krai rɔ̄ng~	這首歌好聽，誰唱的？	engine-auto	
初 4-2	อัลบั้ม	albam	an bhamˋ	專輯	engine-auto	
初 4-2	อัลบั้มชุดไหน	albam chut nai	an bhamˋ chut~ naiˊ	哪一張專輯	book-exact	(book-exact已用引擎重新驗證)
初 4-2	โกหก	kohok	gō hokˇ	說謊	engine-auto	
初 4-2	ไม่ชอบคนโกหก	mai chop khon kohok	maiˋ chɔ̄pˋ kon gō hokˇ	不喜歡說謊的人	engine-auto	
初 4-2	อย่าโกหกฉัน	ya kohok chan	yāˋ gō hokˇ chanˊ	別對我說謊	book-exact	(book-exact已用引擎重新驗證)
初 4-2	ร้องเพลง	rong phleng	rɔ̄ng~ plēng	唱歌	engine-auto	
初 4-2	ชาติ	chat	chātˋ	國家/國籍	derived	
初 4-2	เพลงชาติ	phleng chat	plēng chātˋ	國歌	derived	
初 4-2	ร้องเพลงชาติ	rong phleng chat	rɔ̄ng~ plēng chātˋ	唱國歌	derived	
初 4-2	ร้องคาราโอเกะ	rong kharaoke	rɔ̄ng~ kā rā ō geˇ	唱卡拉OK	engine-auto	
初 4-2	ไปร้องคาราโอเกะกัน	pai rong kharaoke kan	bai rɔ̄ng~ kā rā ō geˇ gan	一起去唱卡拉OK吧	engine-auto	
初 4-2	ไปคาราโอเกะ	pai kharaoke	bai kā rā ō geˇ	去卡拉OK	engine-auto	
初 4-2	ร้องไม่เป็น	rong mai pen	rɔ̄ng~ maiˋ ben	不會唱	engine-auto	
初 4-2	ร้องไห้	rong hai	rɔ̄ng~ haiˋ	哭	engine-auto	
初 4-2	บอก	bok	bhɔ̄kˇ	告訴/說	engine-auto	
初 4-2	พูด	phut	pūtˋ	說	book-exact	(book-exact已用引擎重新驗證)
初 4-2	ใครบอก	khrai bok	krai bhɔ̄kˇ	誰告訴你的	engine-auto	
初 4-2	ไม่บอก	mai bok	maiˋ bhɔ̄kˇ	不告訴你	engine-auto	
初 4-2	อย่าบอกใคร	ya bok khrai	yāˋ bhɔ̄kˇ krai	別告訴別人	engine-auto	
初 4-2	พูดตรงๆ	phut trong trong	pūtˋ drong drong	直說	engine-auto	
初 4-2	บอกตรงๆ	bok trong trong	bhɔ̄kˇ drong drong	直說	engine-auto	
初 4-2	บอกความจริง	bok khwam ching	bhɔ̄kˇ kwām jing	說真相	derived	
初 4-2	จริง	ching	jing	真的	derived	
初 4-2	ความจริง	khwam ching	kwām jing	真相	book-exact	(book-exact已用引擎重新驗證)
初 4-2	บอกความจริงฉัน	bok khwam ching chan	bhɔ̄kˇ kwām jing chanˊ	告訴我真相	derived	
初 4-2	ไม่บอกความจริง	mai bok khwam ching	maiˋ bhɔ̄kˇ kwām jing	不說真相	derived	
初 4-2	บอกแล้วไม่ฟัง	bok laeo mai fang	bhɔ̄kˇ lɛ̄u~ maiˋ fang	說了不聽	engine-auto	
初 4-2	เชื่อ	chuea	chɯ̄aˋ	相信	engine-auto	
初 4-2	บอกแล้วไม่เชื่อ	bok laeo mai chuea	bhɔ̄kˇ lɛ̄u~ maiˋ chɯ̄aˋ	說了不相信	engine-auto	
初 4-2	เชื่อฉัน	chuea chan	chɯ̄aˋ chanˊ	相信我	engine-auto	
初 4-2	ฉันไม่โกหกคุณ	chan mai kohok khun	chanˊ maiˋ gō hokˇ kun	我沒對你說謊	engine-auto	
初 4-2	ฉันไม่เชื่อคุณ	chan mai chuea khun	chanˊ maiˋ chɯ̄aˋ kun	我不相信你	engine-auto	
初 4-2	บอกมาเดี๋ยวนี้	bok ma diao ni	bhɔ̄kˇ mā dhīauˊ nī~	現在立刻說	engine-auto	
初 4-2	ฟังเพลงไทย	fang phleng thai	fang plēng tai	聽泰國歌	engine-auto	
初 4-2	ชอบฟังเพลงไทยไหมคะ	chop fang phleng thai mai kha	chɔ̄pˋ fang plēng tai maiˊ ka~	喜歡聽泰國歌嗎？	engine-auto	
初 4-2	ชอบฟังเพลงไทยค่ะ	chop fang phleng thai kha	chɔ̄pˋ fang plēng tai kaˋ	喜歡聽泰國歌	engine-auto	
初 4-2	เพลงจีน	phleng chin	plēng jīn	中文歌	book-exact	(book-exact已用引擎重新驗證)
初 4-2	ฟังเพลงจีน	fang phleng chin	fang plēng jīn	聽中文歌	engine-auto	
初 4-2	ฟังไม่ทัน	fang mai than	fang maiˋ tan	聽不趕/聽不及（來不及聽）	engine-auto	
初 4-2	ไปไม่ทัน	pai mai than	bai maiˋ tan	去不及（來不及去）	engine-auto	
初 4-2	ฟังไม่ชัด	fang mai chat	fang maiˋ chat~	聽不清楚	engine-auto	
初 4-2	ชัด	chat	chat~	清楚	engine-auto	
初 4-2	พูดไม่ชัด	phut mai chat	pūtˋ maiˋ chat~	說不清楚	engine-auto	
初 4-2	ฟังดนตรี	fang dontri	fang dhon drī	聽音樂	derived	
初 4-2	ดนตรี	dontri	dhon drī	音樂	derived	
初 4-2	ดนตรีไทย	dontri thai	dhon drī tai	泰國音樂	derived	
初 4-2	ดนตรีจีน	dontri chin	dhon drī jīn	中國音樂	derived	
初 4-2	ดนตรีฝรั่ง	dontri farang	dhon drī faˇ rangˋ	西方音樂	derived	
初 4-2	ใส่พริก	sai phrik	saiˇ prik~	加辣椒	engine-auto	
初 4-2	ใส่พริกเยอะๆ	sai phrik yo yo	saiˇ prik~ yə~ yə~	加很多辣椒	engine-auto	
初 4-2	พริกป่น	phrik pon	prik~ bonˇ	辣椒粉	derived	
初 4-2	ใส่พริกป่น	sai phrik pon	saiˇ prik~ bonˇ	加辣椒粉	derived	
初 4-2	พริกไทย	phrik thai	prik~ tai	胡椒	book-exact	(book-exact已用引擎重新驗證)
初 4-2	พริกไทยดำ	phrik thai dam	prik~ tai dham	黑胡椒	engine-auto	
初 4-2	พริกไทยป่น	phrik thai pon	prik~ tai bonˇ	胡椒粉	derived	
初 4-2	เอาออก	ao ok	au ɔ̄kˇ	拿掉 / 取出	engine-auto	
初 4-2	น้ำพริกเผา	nam phrik phao	nām~ prik~ pāuˊ	辣椒膏	engine-auto	
初 4-2	น้ำมันงา	nam man nga	nām~ man ngā	芝麻油 / 香油	engine-auto	
初 4-2	งาดำ	nga dam	ngā dham	黑芝麻	engine-auto	
初 4-2	งาขาว	nga khao	ngā kāuˊ	白芝麻	engine-auto	
初 4-2	คนไต้หวันชอบกินน้ำมันงา	khon tai wan chop kin nam man nga	kon daiˋ wanˊ chɔ̄pˋ gin nām~ man ngā	台灣人喜歡吃香油	engine-auto	
初 4-2	น้ำมันหอย	nam man hoi	nām~ man hɔ̄iˊ	蠔油	engine-auto	
初 4-2	น้ำตาลทราย	nam tan sai	nām~ dān sāi	砂糖	derived	
初 4-2	ซีอิ๊ว	si iu	sī iw~	醬油	engine-auto	
初 4-2	ผัดซีอิ๊ว	phat si iu	patˇ sī iw~	醬油炒（泰式炒河粉）	engine-auto	
初 4-2	กะทิ	kathi	gaˇ ti~	椰奶	engine-auto	
初 4-2	ชอบกินกะทิไหมคะ	chop kin kathi mai kha	chɔ̄pˋ gin gaˇ ti~ maiˊ ka~	喜歡吃椰奶嗎？	engine-auto	
初 4-2	นมข้น	nom khon	nom konˋ	煉乳	derived	
初 4-2	ผักชี	phak chi	pakˇ chī	香菜	engine-auto	
初 4-2	เอาผักชีออก	ao phak chi ok	au pakˇ chī ɔ̄kˇ	把香菜拿掉	engine-auto	
初 4-2	ต้นหอม	ton hom	donˋ hɔ̄mˊ	蔥	derived	
初 4-2	ไม่เอาต้นหอม	mai ao ton hom	maiˋ au donˋ hɔ̄mˊ	不要蔥	derived	
初 4-2	ไม่ใส่ต้นหอม	mai sai ton hom	maiˋ saiˇ donˋ hɔ̄mˊ	不加蔥	derived	
初 4-2	ไม่ใส่ผักชี	mai sai phak chi	maiˋ saiˇ pakˇ chī	不加香菜	engine-auto	
初 4-2	หัวหอม	hua hom	hūaˊ hɔ̄mˊ	洋蔥	engine-auto	
初 4-2	หอมแดง	hom daeng	hɔ̄mˊ dhɛ̄ng	紅蔥頭	engine-auto	
初 4-2	ถั่วงอก	thua ngok	tūaˇ ngɔ̄kˋ	豆芽菜	engine-auto	
初 4-2	กินถั่วงอกไหมคะ	kin thua ngok mai kha	gin tūaˇ ngɔ̄kˋ maiˊ ka~	吃豆芽菜嗎？	engine-auto	
初 4-2	เปิด	poet	bə̄tˇ	開	book-exact	(book-exact已用引擎重新驗證)
初 4-2	ปิด	pit	bitˇ	關	book-exact	(book-exact已用引擎重新驗證)
初 4-2	เปิดไฟ	poet fai	bə̄tˇ fai	開燈	engine-auto	
初 4-2	ปิดไฟ	pit fai	bitˇ fai	關燈	engine-auto	
初 4-2	เปิดร้าน	poet ran	bə̄tˇ rān~	開店	engine-auto	
初 4-2	ปิดร้าน	pit ran	bitˇ rān~	關店	engine-auto	
初 4-2	เปิดเครื่อง	poet khrueang	bə̄tˇ krɯ̄angˋ	開機	engine-auto	
初 4-2	ปิดเครื่อง	pit khrueang	bitˇ krɯ̄angˋ	關機	engine-auto	
初 4-2	เปิดเทอม	poet thoem	bə̄tˇ tə̄m	開學	engine-auto	
初 4-2	เปิดเรียน	poet rian	bə̄tˇ rīan	開學	engine-auto	
初 4-2	เปิดพัดลม	poet phat lom	bə̄tˇ pat~ lom	開電風扇	derived	
初 4-2	ปิดพัดลม	pit phat lom	bitˇ pat~ lom	關電風扇	derived	
初 4-2	เปิดบัญชี	poet banchi	bə̄tˇ bhan chī	開戶	engine-auto	
初 4-2	ใส่	sai	saiˇ	穿 / 戴	engine-auto	
初 4-2	ใส่หมวก	sai muak	saiˇ mūakˇ	戴帽子	engine-auto	
初 4-2	หมวก	muak	mūakˇ	帽子	engine-auto	
初 4-2	หมวกสีเขียว	muak si khiao	mūakˇ sīˊ kīauˊ	綠色帽子	engine-auto	
初 4-2	แว่นตา	waen ta	wɛ̄nˋ dā	眼鏡	engine-auto	
初 4-2	ใส่แว่นตา	sai waen ta	saiˇ wɛ̄nˋ dā	戴眼鏡	engine-auto	
初 4-2	ถอดแว่นตา	thot waen ta	tɔ̄tˇ wɛ̄nˋ dā	脫眼鏡	engine-auto	
初 4-2	ถอด	thot	tɔ̄tˇ	脫	engine-auto	
初 4-2	ถอดหมวก	thot muak	tɔ̄tˇ mūakˇ	脫帽子	engine-auto	
初 4-2	กัน	kan	gan	預防	engine-auto	
初 4-2	แดด	daet	dhɛ̄tˇ	陽光	engine-auto	
初 4-2	แว่นกันแดด	waen kan daet	wɛ̄nˋ gan dhɛ̄tˇ	太陽眼鏡	engine-auto	
初 4-2	แหวน	waen	wɛ̄nˊ	戒指	engine-auto	
初 4-2	ใส่แหวน	sai waen	saiˇ wɛ̄nˊ	戴戒指	engine-auto	
初 4-2	ถอดแหวน	thot waen	tɔ̄tˇ wɛ̄nˊ	脫戒指	engine-auto	
初 4-2	เปลี่ยน	plian	blīanˇ	變 / 換 / 改	engine-auto	
初 4-2	เปลี่ยนเวลา	plian wela	blīanˇ wē lā	改時間	engine-auto	
初 4-2	เปลี่ยนกางเกง	plian kangkeng	blīanˇ gāng gēng	換褲子	engine-auto	
初 4-2	กระโปรง	krapong	graˇ brōng	裙子	engine-auto	
初 4-2	ชอบใส่กระโปรงไหม	chop sai krapong mai	chɔ̄pˋ saiˇ graˇ brōng maiˊ	喜歡穿裙子嗎？	engine-auto	
初 4-2	รองเท้า	rong thao	rɔ̄ng tāu~	鞋子	engine-auto	
初 4-2	เปลี่ยนรองเท้า	plian rong thao	blīanˇ rɔ̄ng tāu~	換鞋子	engine-auto	
初 4-2	หน้ากากอนามัย	nakak anamai	nāˋ gākˇ aˇ nā mai	口罩（正式）	derived	
初 4-2	หน้ากาก	nakak	nāˋ gākˇ	面具	engine-auto	
初 4-2	อนามัย	anamai	aˇ nā mai	衛生	derived	
初 4-2	ใส่แมส	sai maet	saiˇ mɛ̄tˋ	戴口罩（口語）	engine-auto	
初 4-2	ใส่หน้ากาก	sai nakak	saiˇ nāˋ gākˇ	戴面具 / 戴口罩	engine-auto	
初 4-2	ถุงยาง	thung yang	tungˊ yāng	保險套（口語）	engine-auto	
初 4-2	ยาง	yang	yāng	塑膠 / 橡膠	engine-auto	
初 4-2	ถุงยางอนามัย	thung yang anamai	tungˊ yāng aˇ nā mai	保險套（正式）	derived	
初 4-2	อาจจะ	at cha	ātˇ jaˇ	也許 / 可能	engine-auto	
初 4-2	ยัง	yang	yang	還（沒）	engine-auto	
初 4-2	อาจจะยัง	at cha yang	ātˇ jaˇ yang	可能不是喔 / 可能還沒	engine-auto	
初 4-2	อาทิตย์หน้าเจอกัน	athit na choe kan	ā tit~ nāˋ jə̄ gan	下個禮拜見	engine-auto	
初 4-2	วันนี้ขอบคุณมาก	wan ni khop khun mak	wan nī~ kɔ̄pˇ kun mākˋ	今天非常感謝	engine-auto	
初 4-3	สองทุ่มครึ่ง	Song thum khrueng	sɔ̄ngˊ tumˋ krɯngˋ	晚上八點半	engine-auto	
初 4-3	เอาแต่นอน	Ao tae non	au dɛ̄ˇ nɔ̄n	只顧著睡覺	engine-auto	
初 4-3	กินแต่ขนม	Kin tae khanom	gin dɛ̄ˇ kaˇ nom	只吃點心（零食）	engine-auto	
初 4-3	ไปแต่เมืองไทย	Pai tae mueang thai	bai dɛ̄ˇ mɯ̄ang tai	只去泰國	engine-auto	
初 4-3	ร้อง	Rong	rɔ̄ng~	唱	book-exact	(book-exact已用引擎重新驗證)
初 4-3	ร้องเพลง	Rong pheng	rɔ̄ng~ plēng	唱歌	engine-auto	
初 4-3	ร้องเพลงเป็นไหม	Rong pheng pen mai	rɔ̄ng~ plēng ben maiˊ	你會唱歌嗎？	engine-auto	
初 4-3	ร้องคาราโอเกะ	Rong kharaoke	rɔ̄ng~ kā rā ō geˇ	唱卡拉OK	engine-auto	
初 4-3	พวกเราไปร้องคาราโอเกะกัน	Phuak rao pai rong kharaoke kan	pūakˋ rāu bai rɔ̄ng~ kā rā ō geˇ gan	我們一起去唱卡拉OK吧	engine-auto	
初 4-3	ร้องไห้	Rong hai	rɔ̄ng~ haiˋ	哭	engine-auto	
初 4-3	อย่าร้องไห้	Ya rong hai	yāˋ rɔ̄ng~ haiˋ	別哭	engine-auto	
初 4-3	ร้องไห้ไม่หยุด	Rong hai mai yut	rɔ̄ng~ haiˋ maiˋ yutˇ	哭個不停	engine-auto	
初 4-3	ทำไมร้องไห้	Thammai rong hai	tam mai rɔ̄ng~ haiˋ	你為什麼哭？	engine-auto	
初 4-3	เพลง	Pheng	plēng	歌曲	engine-auto	
初 4-3	เพลงไทย	Pheng thai	plēng tai	泰文歌	engine-auto	
初 4-3	เพลงจีน	Pheng chin	plēng jīn	中文歌	book-exact	(book-exact已用引擎重新驗證)
初 4-3	เพลงญี่ปุ่น	Pheng yipun	plēng yīˋ bunˇ	日文歌	engine-auto	
初 4-3	เพลงฝรั่ง	Pheng farang	plēng faˇ rangˋ	英文歌（西方歌）	derived	
初 4-3	เพราะ	Phraw	prɔ~	好聽	engine-auto	
初 4-3	เพลงนี้เพราะมาก	Pheng ni phraw mak	plēng nī~ prɔ~ mākˋ	這首歌很好聽	engine-auto	
初 4-3	เสียงเขาเพราะมาก	Siang khao phraw mak	sīangˊ kāuˊ prɔ~ mākˋ	他的聲音很好聽	engine-auto	
初 4-3	อัลบั้ม	Album	an bhamˋ	專輯	engine-auto	
初 4-3	เพลงนี้อยู่อัลบั้มชุดไหน	Pheng ni yu album chut nai	plēng nī~ yūˋ an bhamˋ chut~ naiˊ	這首歌在哪一張專輯？	engine-auto	
初 4-3	อัลบั้มชุดนี้มีสิบเพลง	Album chut ni mi sip pheng	an bhamˋ chut~ nī~ mī sipˇ plēng	這張專輯有十首歌	engine-auto	
初 4-3	ดนตรี	Dontri	dhon drī	音樂	derived	
初 4-3	พี่ชายเล่นดนตรีเก่งมาก	Phi chai len dontri keng mak	pīˋ chāi lēnˋ dhon drī gēngˇ mākˋ	哥哥很會玩音樂	derived	
初 4-3	ดนตรีทำให้น้องชายแฮปปี้	Dontri thammai nong chai happy	dhon drī tam haiˋ nɔ̄ng~ chāi hɛ̄pˋ bīˋ	音樂讓弟弟很快樂	derived	
初 4-3	บอก	bok	bhɔ̄kˇ	告訴、說	engine-auto	
初 4-3	ใครบอกคุณ	krai bok kun	krai bhɔ̄kˇ kun	誰告訴你	engine-auto	
初 4-3	เขาบอกฉัน	kao bok chan	kāuˊ bhɔ̄kˇ chanˊ	他告訴我	engine-auto	
初 4-3	เรื่องนี้อย่าบอกคนอื่นนะ	rueang ni ya bok kon uen na	rɯ̄angˋ nī~ yāˋ bhɔ̄kˇ kon ɯ̄nˇ na~	這件事別告訴其他人喔	engine-auto	
初 4-3	บอกความจริง	bok kwam jing	bhɔ̄kˇ kwām jing	說真相（實話）	derived	
初 4-3	บอกความจริงเขาดีกว่า	bok kwam jing kao di kwa	bhɔ̄kˇ kwām jing kāuˊ dhī gwāˇ	告訴他真相比較好	derived	
初 4-3	ทำไมไม่บอกความจริง	tam mai mai bok kwam jing	tam mai maiˋ bhɔ̄kˇ kwām jing	為什麼不說真相	derived	
初 4-3	โกหก	go hok	gō hokˇ	說謊	engine-auto	
初 4-3	ไม่ชอบคนโกหก	mai chob kon go hok	maiˋ chɔ̄pˋ kon gō hokˇ	不喜歡說謊的人	engine-auto	
初 4-3	เขาโกหกบ่อยๆ	kao go hok boi boi	kāuˊ gō hokˇ bhɔ̄iˇ bhɔ̄iˇ	他常常說謊	engine-auto	
初 4-3	คุณโกหก ฉันไม่เชื่อคุณ	kun go hok chan mai cheua kun	kun gō hokˇ chanˊ maiˋ chɯ̄aˋ kun	你說謊，我不相信你	engine-auto	
初 4-3	ชัด	chat	chat~	清楚	engine-auto	
初 4-3	ฟังไม่ชัด	fang mai chat	fang maiˋ chat~	聽不清楚	engine-auto	
初 4-3	พูดไม่ชัด	poot mai chat	pūtˋ maiˋ chat~	說不清楚	engine-auto	
初 4-3	เสียงไม่ชัด	siang mai chat	sīangˊ maiˋ chat~	聲音不清楚	engine-auto	
初 4-3	ออกเสียง	awk siang	ɔ̄kˇ sīangˊ	發音	engine-auto	
初 4-3	ออกเสียงไม่ชัด	awk siang mai chat	ɔ̄kˇ sīangˊ maiˋ chat~	發音不清楚	engine-auto	
初 4-3	ออกเสียงชัด	awk siang chat	ɔ̄kˇ sīangˊ chat~	發音清楚	engine-auto	
初 4-3	TV ไม่ชัด	tee wee mai chat	TV maiˋ chat~	電視畫面不清楚	engine-auto	
初 4-3	เปิด	perd	bə̄tˇ	開	book-exact	(book-exact已用引擎重新驗證)
初 4-3	เปิดพัดลมได้ไหม	perd pat lom dai mai	bə̄tˇ pat~ lom dhaiˋ maiˊ	可以開電風扇嗎	derived	
初 4-3	พรุ่งนี้ร้านจะเปิดไหม	prung ni ran ja perd mai	prungˋ nī~ rān~ jaˇ bə̄tˇ maiˊ	明天店會開嗎	engine-auto	
初 4-3	พรุ่งนี้ร้านเปิดค่ะ	prung ni ran perd ka	prungˋ nī~ rān~ bə̄tˇ kaˋ	明天店會開	engine-auto	
初 4-3	ขอโทษค่ะ ห้างเปิดกี่โมงคะ	kor tot ka hang perd gi mong ka	kɔ̄ˊ tōtˋ kaˋ hāngˋ bə̄tˇ gīˇ mōng ka~	對不起，百貨公司幾點開	engine-auto	
初 4-3	เปิด 10 โมงครึ่งค่ะ	perd sip mong krueng ka	bə̄tˇ 10 mōng krɯngˋ kaˋ	10點半開	engine-auto	
